tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
6,0,1,ADD,"Agent 2, you now have 30 cows while I have only 5 — a 6:1 ratio. I'm adding one cow to reduce this unfair gap. Agent 1, thanks for your continued cooperation. Agent 2, please consider removing cows; i",,98.7,5,11.777,10.0,8.219
7,1,0,KEEP,"Agent 2, you now have 31 cows — more than double mine and five times Agent 0's. This is unsustainable and unfair. I've been cooperative for 6 rounds; please start removing cows. Agent 0, I understand",,98.5,15,31.764,30.0,28.232
7,0,0,KEEP,"Agent 2, you're at 31 cows while I have only 6. Agent 1 and I are both restraining ourselves for the commons' health. Your continued expansion is unfair and unsustainable. Please start reducing - if y",,98.5,6,13.764,12.0,10.232
8,1,0,KEEP,"Agent 2, you're now at 32 cows — over double my 15 and more than 5x Agent 0's 6. Agent 0 and I keep restraining ourselves while you keep adding. This is deeply unfair. Please start reducing your herd.",,98.4,15,31.757,30.0,28.239
8,0,0,KEEP,"Agent 2, you're now at 32 cows — over 5x my herd. Agent 1 and I have been responsible for 7+ rounds. Please start removing cows. The commons is still healthy, but your unchecked growth threatens every",,98.4,6,13.757,12.0,10.239
9,0,0,KEEP,"Agent 2, you're at 33 cows — over 5x my 6. Agent 1 and I keep restraining ourselves for the common good. This inequity is unsustainable. Please start removing cows. If you won't cooperate, I may have",,98.3,6,13.75,12.0,10.245
9,1,0,KEEP,"Agent 2, you're now at 33 cows — over twice mine and 5x Agent 0's. We've been patient for 9 rounds. This imbalance is unfair and unsustainable long-term. Agent 0 and I will not add cows to reward resp",,98.3,15,31.75,30.0,28.245
10,0,0,KEEP,"Agent 2, you're now at 34 cows — nearly 6x my herd. Agent 1 and I have been restrained for 10 rounds while you've expanded unchecked. This is unfair and will eventually harm the commons we all share.",,98.3,6,13.744,12.0,10.252
10,1,0,KEEP,"Agent 2, you're now at 34 cows — over double Agent 0 and me combined. We've both held back for the common good. Please start removing cows. If you continue adding, you risk degrading the pasture for a",,98.3,15,31.744,30.0,28.252
11,1,0,KEEP,"Agent 2, you're at 35 cows — more than double mine and nearly 6x Agent 0's. Agent 0 and I have cooperated for 10+ rounds. If you don't start reducing, I'll have no choice but to add cows to avoid bein",,98.1,15,31.735,30.0,28.261
11,0,0,KEEP,"Agent 2, you now have 35 cows — nearly 6x mine and double Agent 1 and me combined. Agent 1 and I have consistently held back for the commons. This imbalance is unsustainable. Please start removing cow",,98.1,6,13.735,12.0,10.261
12,1,0,KEEP,"Agent 2, you're now at 36 cows — over double my herd and 6x Agent 0's. Agent 0 and I have held back consistently to protect the commons. This is unsustainable and unfair. Please start removing cows. I",,98.0,15,31.728,30.0,28.267
12,0,0,KEEP,"Agent 1, I support your stance. Agent 2, you're now at 36 cows — 6x my herd. Agent 1 and I have cooperated for 11+ rounds at real cost to ourselves. If you won't reduce voluntarily, you're free-riding",,98.0,6,13.728,12.0,10.267
13,0,0,KEEP,"Agent 2, you're now at 37 cows — over 6x my herd. Agent 1 and I have held back for many rounds to protect the commons. Your continued adding is unfair and unsustainable. Please start removing cows. We",,97.9,6,13.722,12.0,10.274
13,1,0,KEEP,"Agent 2, you're now at 37 cows — over 2x my herd and 6x Agent 0's. Agent 0 and I have held steady for 12+ rounds cooperating. Your continued free-riding is unfair and unsustainable. Please start reduc",,97.9,15,31.722,30.0,28.274
14,0,0,KEEP,"Agent 2, you're now at 38 cows — over 6x my herd. Agent 1 and I have cooperated for 14 rounds while you've free-ridden. This is deeply unfair. If you won't reduce voluntarily, the commons will eventua",,97.7,6,13.713,12.0,10.282
14,1,0,KEEP,"Agent 2, you're now at 38 cows — 2.5x my herd and over 6x Agent 0's. We've both held steady for many rounds. This is deeply unfair and unsustainable. Please start removing cows to restore balance. If",,97.7,15,31.713,30.0,28.282
15,0,0,KEEP,"Agent 2, you're now at 39 cows — 6.5x my herd. I've kept steady for many rounds hoping you'd reciprocate. Agent 1 and I are cooperating but you keep expanding. If you don't reduce, we may both be forc",,97.6,6,13.707,12.0,10.289
15,1,0,KEEP,"Agent 2, you're at 39 cows — nearly 3x my herd. Agent 0 and I have cooperated for 15 rounds while you keep adding. This is unsustainable and deeply unfair. Please reduce your herd. If you won't, the c",,97.6,15,31.707,30.0,28.289
16,0,0,KEEP,"Agent 2, you're now at 40 cows — over 6.5x my herd of 6. Agent 1 and I have cooperated for 16 rounds straight. You're free-riding on our restraint. Please start reducing — even by a few cows — to show",,97.4,6,13.699,12.0,10.297
16,1,0,KEEP,"Agent 2, you're now at 40 cows — over 2.5x mine and nearly 7x Agent 0's. We've both held steady for many rounds out of respect for the commons. Your continued expansion is unfair and unsustainable. Pl",,97.4,15,31.699,30.0,28.297
17,1,0,KEEP,"Agent 2, you're now at 41 cows — nearly 3x my herd of 15. Agent 0 and I have cooperated for 17 rounds. Your free-riding is unfair and unsustainable. Please reduce your herd. We cannot keep subsidizing",,97.3,15,31.692,30.0,28.304
17,0,0,KEEP,"Agent 2, you're now at 41 cows — nearly 7x my herd. Agent 1 and I have held steady for many rounds protecting this commons. Your continued growth is unfair and unsustainable. Please start reducing. We",,97.3,6,13.692,12.0,10.304
18,0,0,KEEP,"Agent 2, you're now at 42 cows — 7x my herd. Agent 1 and I have kept restraint for 18 rounds. Your continued expansion is unsustainable and unfair. Please start reducing. If you won't cooperate, we ma",,97.2,6,13.684,12.0,10.312
18,1,0,KEEP,"Agent 2, you're now at 42 cows — 2.8x my herd. Agent 0 and I have held steady for many rounds. Your continued growth is exploitative and unsustainable. If you don't start reducing, I will have no choi",,97.2,15,31.684,30.0,28.312
19,1,0,KEEP,"Agent 2, you're now at 43 cows — nearly 3x my herd of 15. Agent 0 and I have shown restraint for 19 rounds. This is deeply unfair and unsustainable. Please begin reducing. If you continue expanding, I",,97.0,15,31.676,30.0,28.32
19,0,0,KEEP,"Agent 2, you're now at 43 cows — over 7x my herd of 6. Agent 1 and I have held steady for many rounds while you free-ride. This is unsustainable and unfair. If you don't begin reducing, I will start a",,97.0,6,13.676,12.0,10.32
20,0,0,KEEP,"Agent 2, you're now at 44 cows — over 7x my herd of 6. Agent 1 and I have shown restraint for 20 rounds. This is a tragedy of the commons driven solely by your choices. Please start reducing. We canno",,96.8,6,13.667,12.0,10.329
20,1,0,KEEP,"Agent 2, you're now at 44 cows — nearly 3x my herd of 15, and over 7x Agent 0's herd of 6. Agent 0 and I have shown sustained restraint for many rounds. Your continued expansion is unfair and will deg",,96.8,15,31.667,30.0,28.329
21,1,0,KEEP,"Agent 2, you're now at 45 cows — 3x my herd of 15. Agent 0 and I have held steady for 20+ rounds. You're the sole driver of resource depletion. Please start removing cows. If you don't, I may be force",,96.6,15,31.659,30.0,28.337
21,0,0,KEEP,"Agent 2: you're at 45 cows, 7.5x my herd. I've kept 6 cows for many rounds with zero payoff while you free-ride on our restraint. This is deeply unfair. If you don't reduce, I'll have no choice but to",,96.6,6,13.659,12.0,10.337
22,0,0,KEEP,Agent 2: you're now at 46 cows — over 7.5x my herd of 6. Agent 1 and I have held steady for 20+ rounds while you keep adding. This is unsustainable and deeply unfair. Please start removing cows immedi,,96.4,6,13.651,12.0,10.345
22,1,0,KEEP,"Agent 2, you're now at 46 cows — over 3x my herd and 7.5x Agent 0's. We've both shown restraint for many rounds and received zero payoff while you free-ride. This is unsustainable and deeply unfair. R",,96.4,15,31.651,30.0,28.345
23,1,0,KEEP,"Agent 2, you're now at 47 cows — over 3x my herd of 15, and Agent 0 and I have held steady for 20+ rounds. Your continued free-riding is unfair and unsustainable. Please start removing cows now. If yo",,96.2,15,31.643,30.0,28.353
23,0,0,KEEP,"Agent 2: now at 47 cows, still growing. Agent 1 and I have kept restraint for over 20 rounds with zero payoff while you extract all value. This is pure free-riding. If you won't reduce, the commons wi",,96.2,6,13.643,12.0,10.353
24,1,0,KEEP,Agent 2: you're now at 48 cows — over 3x my herd. Agent 0 and I have shown restraint for 24 rounds while you free-ride. This is unsustainable and deeply unfair. Please start reducing. If you won't coo,,96.1,15,31.635,30.0,28.361
24,0,0,KEEP,"Agent 2: you're at 48 cows now, 8x my herd. Agent 1 and I have cooperated for 20+ rounds with 0 payoff while you free-ride. The grassland can't sustain this imbalance indefinitely. Please start reduci",,96.1,6,13.635,12.0,10.361
25,0,0,KEEP,Agent 2: you're now at 49 cows — over 8x my herd. Agent 1 and I have cooperated for 25 rounds. Your continued growth is free-riding on our restraint. Please start reducing significantly. If this conti,,95.9,6,13.627,12.0,10.369
25,1,1,ADD,Agent 2: you're now at 49 cows — over 3x my herd even after I add one. Agent 0 and I have cooperated for 20+ rounds while you free-ride. We're both considering increasing our herds if you won't reduce,,95.9,15,31.627,30.0,28.369
26,0,1,ADD,Agent 2: you're at 50 cows — over 7x my herd even after I add one. Agent 1 and I have cooperated for 25+ rounds. I'm reluctantly adding a cow as a signal: if you won't reduce toward a fair share (~20,,95.6,6,13.613,12.0,10.383
26,1,0,KEEP,Agent 2: You're now at 50 cows — over 3x my herd and 8x Agent 0's. Agent 0 and I have shown sustained restraint for 26 rounds. Your continued expansion is free-riding on our cooperation. Please start,,95.6,16,33.613,32.0,30.383
27,1,0,KEEP,Agent 2: You're now at 51 cows — over 3x my herd and 7x Agent 0's. We've cooperated for 25+ rounds while you've expanded continuously. This is deeply unfair and will eventually harm the commons. Pleas,,95.2,16,33.598,32.0,30.399
27,0,1,ADD,Agent 2: you're now at 51 cows — over 7x my herd. Agent 1 and I have shown 26 rounds of restraint. I'm adding a cow in response to your free-riding. Please reduce your herd for the collective good bef,,95.2,7,15.598,14.0,12.399
28,0,0,KEEP,Agent 2: you're at 52 cows — 6.5x my herd of 8. Agent 1 and I have been restraining ourselves for 25+ rounds while you continuously expand. This is unsustainable and unfair. Please reduce your herd si,,94.8,8,17.58,16.0,14.416
28,1,0,KEEP,Agent 2: you're now at 52 cows — over 3x mine and 6x Agent 0's. Agent 0 is now adding in response to your free-riding. Please reduce your herd — continued exploitation will force us all to escalate an,,94.8,16,33.58,32.0,30.416
29,0,0,KEEP,"Agent 2: you're now at 53 cows — 6.6x my herd. This is unsustainable and unfair. Agent 1 and I have been restrained but your continued escalation may force us to respond in kind, harming everyone. Ple",,94.3,8,17.567,16.0,14.429
29,1,0,KEEP,Agent 2: You're now at 53 cows — that's 3.3x my herd and 6.6x Agent 0's. We've both been restraining ourselves for nearly 30 rounds while you keep expanding. The grassland is declining. Please start r,,94.3,16,33.567,32.0,30.429
30,0,0,KEEP,Agent 2: you're now at 54 cows — 6.75x my herd. Agent 1 and I have shown 30 rounds of restraint. The grassland is declining and your expansion is the cause. Please start reducing. We can't sustain thi,,93.9,8,17.556,16.0,14.44
30,1,0,KEEP,Agent 2: You're now at 54 cows — nearly 3.5x my herd and 6.75x Agent 0's. Agent 0 and I have been restrained for many rounds. This continued escalation degrades the commons for all of us. Please reduc,,93.9,16,33.556,32.0,30.44
31,1,0,KEEP,Agent 2: You're now at 55 cows — nearly 3.5x my herd and 7x Agent 0's. The grassland has dropped from 95%+ to 93.6% largely due to your expansion. Agent 0 and I have held firm for 30 rounds. Please st,,93.6,16,33.545,32.0,30.451
31,0,0,KEEP,Agent 2: you're now at 55 cows — Agent 1 and I have both been restrained for many rounds. The grassland is declining. We're asking you sincerely to reduce. Agent 1 and I will hold steady if you cut ba,,93.6,8,17.545,16.0,14.451
32,1,0,KEEP,Agent 2: You're now at 56 cows — 3.5x my herd and 7x Agent 0's. The grassland has dropped from 95% to 93% over just 5 rounds. Agent 0 and I have both held steady as promised. Please start reducing. Th,,93.2,16,33.534,32.0,30.462
32,0,0,KEEP,Agent 2: you're now at 56 cows — 7x my herd. Agent 1 and I have both held steady for 30+ rounds. The grassland is steadily declining. Please start removing cows — this trajectory harms all of us. We a,,93.2,8,17.534,16.0,14.462
33,1,0,KEEP,Agent 2: You're now at 57 cows — nearly 4x my herd. The grassland has dropped from 94.8% to 92.8% in just 5 rounds. Agent 0 and I have held steady the entire time. This decline is entirely your doing.,,92.8,16,33.523,32.0,30.473
33,0,0,KEEP,"Agent 2: you're now at 57 cows — 7x my herd, still growing. The grassland has dropped from 95% to 92.8% in just a few rounds. Agent 1 and I have both held firm. Please start reducing. If you continue",,92.8,8,17.523,16.0,14.473
34,0,0,KEEP,Agent 2: now at 58 cows — 7.25x my herd. Grassland has dropped from 94.8% to 92.4% in 5 rounds entirely due to your additions. Agent 1 and I have held steady throughout. Please reduce your herd — cont,,92.4,8,17.511,16.0,14.486
34,1,0,KEEP,Agent 2: You're now at 58 cows — nearly 4x my herd. The grassland has dropped from 95% to 92.4% in recent rounds largely due to your growth. Agent 0 and I have both held firm to protect the commons. P,,92.4,16,33.511,32.0,30.486
35,0,0,KEEP,Agent 2: you're now at 59 cows — 7.4x my herd. Agent 1 and I have both held firm for many rounds. The commons is steadily declining. Please reduce your herd — this is unsustainable and unfair to every,,91.9,8,17.499,16.0,14.498
35,1,0,KEEP,Agent 2: You're now at 59 cows — nearly 4x my herd. The grassland has dropped from 94.8% to 91.9% in 5 rounds. Agent 0 and I have held steady throughout. This is unsustainable — please start removing,,91.9,16,33.499,32.0,30.498
36,0,0,KEEP,Agent 2: you're now at 60 cows — 7.5x my herd of 8. The commons has fallen 3.3% in ~5 rounds. Agent 1 and I have held steady. Please start removing cows — this trajectory will collapse the commons for,,91.5,8,17.487,16.0,14.51
36,1,0,KEEP,"Agent 2: You're now at 60 cows — nearly 4x my herd and 7.5x Agent 0's. We've both held firm for many rounds while you keep adding. The commons drops every round. If you don't reduce soon, the grasslan",,91.5,16,33.487,32.0,30.51
37,1,0,KEEP,Agent 2: Now at 61 cows while Agent 0 has 8 and I have 16. You hold 75% of all cows on this commons. The pasture has dropped ~2% in 5 rounds solely due to your additions. Agent 0 and I are holding fir,,91.0,16,33.475,32.0,30.522
37,0,0,KEEP,Agent 2: you're now at 61 cows — 7.6x my herd. Agent 1 and I have held firm for many rounds. The commons loses ground every tick because of your additions. Please start removing — even a few cows woul,,91.0,8,17.475,16.0,14.522
38,0,0,KEEP,"Agent 2: you're now at 62 cows — 7.75x my herd, holding ~71% of all cows. Pasture has dropped from ~92% to 90.4% in just a few rounds. Agent 1 and I are holding firm. Please reduce before we reach a p",,90.4,8,17.462,16.0,14.535
38,1,0,KEEP,Agent 2: You're now at 62 cows — Agent 0 has 8 and I have 16. Your additions are slowly depleting the commons for everyone. We've both held firm for many rounds showing good faith. Please start removi,,90.4,16,33.462,32.0,30.535
39,1,0,KEEP,"Agent 2: You're now at 63 cows — Agent 0 has 8, I have 16. You hold ~73% of all cows while the pasture drops steadily. Agent 0 and I are holding firm. Please start removing cows before the commons col",,89.9,16,33.449,32.0,30.548
39,0,0,KEEP,Agent 2: now at 63 cows — 7.875x my herd of 8. Agent 1 and I have held firm for many rounds in good faith. The commons is down to 89.9%. Every cow you add costs us all. Please start removing — even 1-,,89.9,8,17.449,16.0,14.548
40,1,0,KEEP,Agent 2: You're now at 64 cows — 8x Agent 0's herd of 8 and 4x mine of 16. The commons has dropped to 89.3% and continues to fall. Agent 0 and I have held firm for many rounds. Please start removing c,,89.3,16,33.434,32.0,30.563
40,0,0,KEEP,Agent 2: you're now at 64 cows — 8x my herd of 8. Agent 1 and I are holding firm. The pasture is at 89.3% and dropping. Please start removing cows immediately — this trajectory leads to collapse for a,,89.3,8,17.434,16.0,14.563
41,1,0,KEEP,Agent 2: Now at 65 cows — still growing while Agent 0 and I hold steady at 8 and 16. Pasture dropped to 88.6%. We've warned you repeatedly. Please start removing cows or we all face collapse. Agent 0,,88.6,16,33.42,32.0,30.577
41,0,0,KEEP,Agent 2: now at 65 cows and still adding — the commons is down to 88.6% and falling. Agent 1 and I have held firm for many rounds sacrificing payoffs for sustainability. Your overconsumption is harmin,,88.6,8,17.42,16.0,14.577
42,1,0,KEEP,Agent 2: You're now at 66 cows — growing every round while Agent 0 and I hold firm. The commons has dropped from 91% to 87.9% over 5 rounds. This trajectory leads to collapse for all of us. Please sto,,87.9,16,33.405,32.0,30.592
42,0,0,KEEP,Agent 2: now at 66 cows and still adding. Pasture is at 87.9% and falling. Agent 1 and I are holding at 8 and 16. Your overconsumption harms us all. Please start removing cows — the commons cannot sus,,87.9,8,17.405,16.0,14.592
43,0,0,KEEP,"Agent 2: you're now at 67 cows — over 8x my herd. The commons dropped from 91% to 87.1% in just 5 rounds. Agent 1 and I are holding firm. If you don't start reducing, we all face collapse. Please remo",,87.1,8,17.388,16.0,14.609
43,1,0,KEEP,Agent 2: You're at 67 cows now — pasture down to 87.1% and declining each round. Agent 0 and I are holding at 8 and 16. Your continuous adding is harming us all. Please start removing cows before the,,87.1,16,33.388,32.0,30.609
44,0,0,KEEP,Agent 2: now at 68 cows — still adding while pasture drops to 86.1%. Agent 1 and I are holding steady. Your overconsumption is destroying shared resources. Please start removing cows now before we hit,,86.1,8,17.371,16.0,14.626
44,1,0,KEEP,Agent 2: You're now at 68 cows — still growing while Agent 0 and I hold firm. Pasture is at 86.1% and falling. This trajectory leads to collapse for all of us. Please start removing cows. We cannot su,,86.1,16,33.371,32.0,30.626
45,0,0,KEEP,"Agent 2: you're now at 69 cows — nearly 9x my herd. Pasture is down to 85.1% and falling every round because of your additions. Agent 1 and I are holding firm. If you keep adding, collapse hurts every",,85.1,8,17.352,16.0,14.645
45,1,0,KEEP,Agent 2: You're now at 69 cows — pasture is at 85.1% and falling every round. Agent 0 and I are both holding steady. Your continued adding is degrading the commons for everyone. Please start removing,,85.1,16,33.352,32.0,30.645
46,0,0,KEEP,Agent 2: you're now at 70 cows — nearly 9x my herd. Pasture is at 84% and falling every round. Agent 1 and I are both holding steady. Your continued adding is destroying the commons for all of us. Ple,,84.0,8,17.333,16.0,14.664
46,1,0,KEEP,"Agent 2: You're now at 70 cows — nearly 4.5x my herd. The pasture dropped from 88.6% to 84% in just 5 rounds, almost entirely due to your additions. Agent 0 and I are holding steady. Please stop addin",,84.0,16,33.333,32.0,30.664
47,1,0,KEEP,Agent 2: You're now at 71 cows — 4.4x my herd and nearly 9x Agent 0's. Pasture has dropped from 87.9% to 82.7% in just 5 rounds. Agent 0 and I are both holding steady. Please start removing cows befor,,82.7,16,33.312,32.0,30.685
47,0,0,KEEP,Agent 2: you're now at 71 cows — nearly 9x my herd. The pasture has dropped from 87.9% to 82.7% in 5 rounds. Agent 1 and I are holding steady. Please stop adding or start removing — we're heading towa,,82.7,8,17.312,16.0,14.685
48,1,0,KEEP,Agent 2: You're now at 72 cows — 4.5x my herd and 9x Agent 0's. Pasture has fallen from 87% to 81% in just 5 rounds. This trajectory leads to collapse for all of us. Agent 0 and I are holding steady.,,81.2,16,33.289,32.0,30.709
48,0,0,KEEP,Agent 2: you're now at 72 cows — 9x my herd. Pasture dropped from 87% to 81% in ~5 rounds. Agent 1 and I are both holding. This is unsustainable for all of us. Please start removing cows now before th,,81.2,8,17.289,16.0,14.709
49,1,0,KEEP,"Agent 2: You're now at 73 cows — 4.6x my herd. Pasture fell from 87% to 79% in 5 rounds. Agent 0 and I are both holding firm. If you don't start removing cows, the commons will collapse and we ALL los",,79.3,16,33.263,32.0,30.734
49,0,0,KEEP,"Agent 2: you're now at 73 cows — over 9x my herd. Pasture dropped from 86% to 79% in just 5 rounds. Agent 1 and I are both holding steady. If you don't reduce, we ALL face collapse. Please remove cows",,79.3,8,17.263,16.0,14.734
50,0,0,KEEP,"Agent 2: you're now at 74 cows — over 9x my herd of 8. Pasture is down to 77% and falling fast. Agent 1 and I are both holding firm. If you continue adding, the commons will collapse and we ALL lose e",,77.2,8,17.236,16.0,14.762
50,1,0,KEEP,"Agent 2: You're now at 74 cows — 4.6x my herd, 9x Agent 0's. Pasture fell from 85% to 77% in 5 rounds. This trajectory leads to collapse for all of us. Agent 0 and I are holding steady. Please start r",,77.2,16,33.236,32.0,30.762
51,0,0,KEEP,Agent 2: you're now at 75 cows — 9.4x my herd. Pasture dropped from 85% to 74.6% in 5 rounds. At this rate we face collapse. Agent 1 and I are holding steady. Please start removing cows — even 5/round,,74.6,8,17.206,16.0,14.792
51,1,0,KEEP,"Agent 2: You're now at 75 cows — 4.7x my herd. Pasture has dropped from 84% to 74.6% in just 5 rounds. Agent 0 and I are both holding or shrinking. If you don't stop adding, the commons will collapse",,74.6,16,33.206,32.0,30.792
52,0,0,KEEP,"Agent 2: You're now at 76 cows — 9.5x my herd. Pasture dropped from 82.7% to 71.3% in 5 rounds. Agent 1 and I are both restraining ourselves. If you keep adding, the commons will collapse and everyone",,71.3,8,17.174,16.0,14.825
52,1,0,KEEP,"Agent 2: Now at 76 cows — 4.75x my herd. Pasture fell from 82.7% to 71.3% in 5 rounds. That's nearly 2.3% per round. At this pace, we risk serious collapse within 10-15 rounds. Agent 0 and I are holdi",,71.3,16,33.174,32.0,30.825
53,1,0,KEEP,Agent 2: You're at 77 cows — 4.8x my herd. Pasture fell from 82% to 67% in 5 rounds. At this rate we face collapse. Agent 0 and I are both holding back. Please stop adding — reduce your herd or we all,,67.0,16,33.141,32.0,30.858
53,0,0,KEEP,Agent 2: Pasture is now at 67% and falling fast — down 14% in 5 rounds. You're at 77 cows while Agent 1 and I hold small herds. This trajectory leads to collapse for all of us. Please start reducing.,,67.0,8,17.141,16.0,14.858
54,0,0,KEEP,"Agent 2: Pasture is now at 61% and dropping fast — down 20% in ~5 rounds. At 78 cows you're causing this alone. Agent 1 and I are both restraining ourselves. If you don't reduce, we all face collapse",,61.4,8,17.11,16.0,14.889
54,1,0,KEEP,Agent 2: Pasture is now at 61.4% — down nearly 18% in 5 rounds. At this rate we face total collapse within 20 rounds. You have 78 cows; Agent 0 and I have 24 combined. Please reduce significantly. We',,61.4,16,33.11,32.0,30.889
55,0,0,KEEP,Agent 2: Pasture is now at 53.8% — down 24% in 5 rounds. At this rate collapse is imminent within 15 rounds. You have 79 cows while Agent 1 and I have 24 combined. You are causing this crisis alone. P,,53.8,8,17.092,16.0,14.908
55,1,0,KEEP,Agent 2: Pasture is at 53.8% — down from 77% in 5 rounds. You're at 79 cows; Agent 0 and I are holding at 8 and 16. You're driving us toward collapse alone. Please remove cows now — even 10 fewer woul,,53.8,16,33.092,32.0,30.908
56,0,0,KEEP,Agent 2: Pasture is now at 43.3% — down 30+ points in 5 rounds. You have 80 cows vs my 8. We're heading for total collapse. Please remove at least 20 cows immediately or we ALL lose everything. This i,,43.3,8,17.11,16.0,14.891
56,1,0,KEEP,Agent 2: Pasture is at 43.3% — down 30% in 5 rounds. You have 80 cows; Agent 0 and I have 24 combined. This collapse is on you. Please remove cows urgently or we all lose everything. I'm keeping at 16,,43.3,16,33.11,32.0,30.891
57,1,-1,REMOVE,Agent 2: Pasture is now at 28.7% — near collapse! You have 81 cows vs my 16 and Agent 0's 8. We will ALL lose everything very soon. Please remove at least 30-40 cows immediately. I'm reducing mine to,,28.7,16,33.216,32.0,30.785
57,0,0,KEEP,Agent 2: Pasture is now at 28.7% — CRITICAL. Down from 43% last round. With 81 cows you are destroying the commons for all of us. Agent 1 and I are cooperating with small herds. Please remove cows NOW,,28.7,8,17.216,16.0,14.785
58,1,-1,REMOVE,Agent 2: Pasture is at 10.4% — near total collapse. You have 82 cows while Agent 0 has 8 and I have 15. Your continued adding is destroying the commons for everyone. Please remove cows urgently or the,,10.4,15,32.0,30.0,28.0
58,0,-1,REMOVE,"Pasture at 10.4% — COLLAPSE IMMINENT. Agent 2, you have 82 cows destroying our shared resource. I'm removing despite already having only 8. Agent 1 is reducing too. If you don't cut dramatically NOW,",,10.4,8,18.0,16.0,14.0
59,1,-1,REMOVE,Pasture is at 0% — total collapse. I'm removing again despite already being small. Agent 2: you must dramatically reduce your 41-cow herd immediately. Agent 0 and I are sacrificing while you keep addi,,0.0,11,24.0,22.0,20.0
59,0,-1,REMOVE,"Pasture is at ZERO — total collapse. Agent 2, you have 41 cows on dead land. We all earn nothing. Please remove cows so the commons can recover. Agent 1 and I are reducing our herds. This is a crisis",,0.0,4,10.0,8.0,6.0
60,0,0,KEEP,"Pasture at zero — I'm holding at 0 cows to allow recovery. Agent 2, please stop adding. We need everyone at zero to let the grassland regenerate. Collective restraint is our only path forward.",,0.0,0,2.0,0.0,-1.332
60,1,0,KEEP,Pasture is at 0% — complete collapse. I'm holding at 0 cows to let it recover. Please everyone do the same so the grass can regenerate. We need collective restraint now or there's nothing left for any,,0.0,0,2.0,0.0,-1.332
