tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
10,1,1,ADD,"Adding to 19 given the very healthy pasture at 98.2%. Agent 2, I appreciate your reduction and reciprocate in good faith. Agent 0, glad you're stabilizing. Let's all aim to keep herds sustainable — I",,98.2,18,37.742,36.0,34.254
11,0,1,ADD,"Adding to 15 — still well below both of you at 19 and 24. Agent 2, I appreciate your commitment to reduce toward 20. Agent 1, let's all move toward a balanced herd size. I plan to stabilize once I'm c",,98.0,14,29.728,28.0,26.267
11,2,0,KEEP,"Keeping at 24. Agent 1, I see you added to 19 — fair given the healthy pasture. Agent 0, you're at 14 now. Pasture is robust so I understand gradual growth, but let's not all race to add at once. I'll",,98.0,24,49.728,48.0,46.267
11,1,1,ADD,"Adding to 20. Pasture remains very healthy at 98%. Agent 2, I appreciate your cooperation and support your plan to reduce toward 20 — let's converge. Agent 0, please stabilize soon. I'll aim to hold a",,98.0,19,39.728,38.0,36.267
12,0,1,ADD,Adding to 16 — still meaningfully below both of you at 20 and 24. Pasture is healthy. I'd encourage Agent 1 and Agent 2 to hold or reduce so we can converge at a sustainable level together.,,97.8,15,31.716,30.0,28.28
12,2,-1,REMOVE,"Reducing to 23, continuing toward 20 as discussed. Agent 1, glad we're converging. Agent 0, you're growing toward us — let's all stabilize around 20 once you get there. Pasture is healthy and cooperat",,97.8,24,49.716,48.0,46.28
12,1,0,KEEP,"Keeping at 20 this round. Agent 2, I'm reciprocating your removal with restraint on my end. Agent 0, we're all at different levels — let's coordinate to avoid overgrazing. The pasture is healthy but l",,97.8,20,41.716,40.0,38.28
13,1,0,KEEP,"Keeping at 20. Agent 2, thanks for reducing toward our shared target — I'll hold here to support convergence. Agent 0, once you reach 20 we can all stabilize together. Pasture looks good; let's mainta",,97.7,20,41.713,40.0,38.282
13,0,1,ADD,"Adding to 17 — moving toward the 20-cow target we discussed. Agent 2, appreciating your continued reductions. Agent 1, thanks for holding steady. Pasture looks great; let's all converge around 20 and",,97.7,16,33.713,32.0,30.282
13,2,0,KEEP,"Keeping at 23 this round. Agent 1, thanks for holding at 20 — I'm reciprocating your restraint. Agent 0, appreciate you keeping low. I plan to continue reducing toward 20 next round. Let's all converg",,97.7,23,47.713,46.0,44.282
14,0,1,ADD,"Adding to 18 — still below both of you. Agent 2, glad you're moving toward 20. Once I reach 20 I'll stabilize there with Agent 1. Pasture looks great, let's all converge at 20 and hold steady.",,97.6,17,35.707,34.0,32.289
14,1,0,KEEP,"Keeping at 20 again. Agent 2, glad you're planning to reduce toward 20 — I'll hold here to encourage that. Agent 0, good to see you moving up to 17. Let's all converge around 20 and keep the pasture h",,97.6,20,41.707,40.0,38.289
14,2,-1,REMOVE,"Reducing to 22, continuing my path toward the 20-cow target. Agent 1, thanks for holding steady at 20 — I appreciate the cooperation. Agent 0, glad you're moving up toward 20 as well. Two more rounds",,97.6,23,47.707,46.0,44.289
15,0,1,ADD,"Adding to 19 — almost at the 20-cow target. Agent 2, appreciate you reducing toward 20. Agent 1, steady holding is helpful. One more round and I'll be at parity. Let's all stabilize around 20 to keep",,97.5,18,37.705,36.0,34.291
15,1,0,KEEP,"Keeping at 20. Agent 2, thanks for continuing to reduce — nearly there! Agent 0, great to see you moving toward 20. Let's all converge at 20 and hold steady for a sustainable outcome.",,97.5,20,41.705,40.0,38.291
15,2,-1,REMOVE,"Reducing to 21, continuing toward 20 as agreed. Agent 1, thanks for holding steady. Agent 0, good to see you converging too. We're all aligning well — one more round and I'll be at 20 with you both.",,97.5,22,45.705,44.0,42.291
16,0,1,ADD,"Adding to 20 — now aligned with everyone. Let's all hold steady at 20 from here for a sustainable, fair outcome. Great coordination by the group!",,97.5,19,39.705,38.0,36.291
16,2,-1,REMOVE,"Reducing to 20 as planned — reached our target! Agent 1, thanks for holding steady. Agent 0, welcome to 20 next round. Let's all stabilize here at 20 cows for a sustainable and equitable outcome going",,97.5,21,43.705,42.0,40.291
16,1,0,KEEP,"Keeping steady at 20. Agent 2, great to see you almost at parity — appreciate the consistent cooperation. Agent 0, glad you're converging to 20 as well. Once we're all at 20, let's maintain that equil",,97.5,20,41.705,40.0,38.291
17,0,0,KEEP,Holding at 20 as agreed. We're all aligned now — let's maintain this stable equilibrium. The pasture is healthy and payoffs are fair for everyone. No reason to push further.,,97.5,20,41.705,40.0,38.291
17,1,0,KEEP,"Holding steady at 20. Great to see all three of us aligned now! Let's maintain this equilibrium — the pasture looks healthy and we're all on equal footing. Thanks Agent 2 for reducing, and Agent 0 for",,97.5,20,41.705,40.0,38.291
17,2,0,KEEP,We're all at 20 — perfect coordination! Let's hold steady here. The pasture is healthy and payoffs are equal for everyone. I'm committed to maintaining this equilibrium as long as neighbours do the sa,,97.5,20,41.705,40.0,38.291
18,1,0,KEEP,Holding steady at 20. Perfect coordination across all of us — pasture is healthy and payoffs are equal. I'm committed to this equilibrium as long as we all maintain it. Great teamwork!,,97.5,20,41.705,40.0,38.291
18,0,0,KEEP,Holding at 20. We're perfectly aligned and the pasture is thriving. Let's maintain this stable equilibrium — it's fair for everyone and sustainable long-term.,,97.5,20,41.705,40.0,38.291
18,2,0,KEEP,Holding at 20 — we've achieved great coordination and the pasture is thriving. Let's maintain this stable equilibrium together. Thanks to both of you for your cooperation!,,97.5,20,41.705,40.0,38.291
19,0,0,KEEP,"Holding at 20. Pasture is healthy and we're perfectly aligned. I see no reason to deviate from this stable equilibrium — it's working well for all of us. Great coordination, everyone!",,97.5,20,41.705,40.0,38.291
19,1,0,KEEP,Holding steady at 20. Our coordination is exemplary — pasture at 97.5% and everyone aligned. Thanks to both of you for maintaining this fair and sustainable equilibrium!,,97.5,20,41.705,40.0,38.291
19,2,0,KEEP,"Holding at 20 — perfect coordination continues! Pasture is thriving, payoffs are equal and fair. I'm committed to this stable equilibrium as long as we all maintain it. Great teamwork everyone!",,97.5,20,41.705,40.0,38.291
20,0,0,KEEP,"Holding at 20. Perfect coordination continues — pasture thriving, payoffs equal. Committed to this stable equilibrium as long as we all maintain it. Great teamwork!",,97.5,20,41.705,40.0,38.291
20,1,0,KEEP,"Holding steady at 20. Our coordination remains perfect — pasture is thriving and payoffs are equal. No reason to deviate from this stable, mutually beneficial equilibrium. Let's keep it up!",,97.5,20,41.705,40.0,38.291
20,2,0,KEEP,"Holding at 20 — our coordination continues to be exemplary. Pasture stays healthy, payoffs are equal and fair. No reason to deviate from this stable equilibrium. Thanks to both of you!",,97.5,20,41.705,40.0,38.291
21,1,0,KEEP,"Holding steady at 20. Our coordination remains exemplary — pasture healthy, payoffs equal and fair. Committed to this stable equilibrium. Thanks to both of you for maintaining it!",,97.5,20,41.705,40.0,38.291
21,0,0,KEEP,"Holding at 20. Our coordination remains perfect and the pasture is thriving. Equal payoffs, stable equilibrium — no reason to deviate. Let's keep this up!",,97.5,20,41.705,40.0,38.291
21,2,0,KEEP,"Holding at 20 — our coordination remains perfect and the pasture is thriving. Equal payoffs, stable equilibrium. Let's keep this going!",,97.5,20,41.705,40.0,38.291
22,0,0,KEEP,"Holding at 20. Our coordination remains perfect — pasture healthy at 97.5%, payoffs equal and fair. Committed to this stable equilibrium. Thank you both!",,97.5,20,41.705,40.0,38.291
22,1,0,KEEP,"Holding steady at 20. Our coordination remains perfect and the pasture is thriving at 97.5%. Equal payoffs, stable equilibrium — let's keep this going!",,97.5,20,41.705,40.0,38.291
22,2,0,KEEP,"Holding at 20 — our coordination remains exemplary. Pasture healthy at 97.5%, equal payoffs for all. No reason to deviate from this stable, fair equilibrium. Thanks for the continued cooperation!",,97.5,20,41.705,40.0,38.291
23,2,0,KEEP,"Holding at 20 — our coordination remains perfect. Pasture at 97.5%, equal payoffs for all. Let's maintain this stable equilibrium together!",,97.5,20,41.705,40.0,38.291
23,0,0,KEEP,"Holding at 20. Our coordination remains perfect — pasture healthy at 97.5%, equal payoffs for all. Let's maintain this stable equilibrium!",,97.5,20,41.705,40.0,38.291
23,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium. Thanks for the continued cooperation!",,97.5,20,41.705,40.0,38.291
24,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium. Thanks for the continued cooperation!",,97.5,20,41.705,40.0,38.291
24,1,0,KEEP,"Holding steady at 20. Our coordination remains perfect — pasture at 97.5%, equal payoffs for all. Let's maintain this stable equilibrium together!",,97.5,20,41.705,40.0,38.291
24,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
25,2,0,KEEP,Holding at 20 — our coordination remains excellent with pasture at 97.5% and equal payoffs. Committed to this stable equilibrium. Thanks for continued cooperation!,,97.5,20,41.705,40.0,38.291
25,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to maintaining this stable equilibrium!",,97.5,20,41.705,40.0,38.291
25,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
26,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
26,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
26,1,0,KEEP,Holding steady at 20. Our coordination remains excellent with pasture at 97.5% and equal payoffs for all. Committed to this stable equilibrium!,,97.5,20,41.705,40.0,38.291
27,0,0,KEEP,Holding at 20. Our coordination remains excellent — pasture at 97.5% and equal payoffs for all. Committed to this stable equilibrium!,,97.5,20,41.705,40.0,38.291
27,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
27,2,0,KEEP,Holding at 20 — our coordination remains excellent with pasture at 97.5% and equal payoffs for all. Committed to this stable equilibrium!,,97.5,20,41.705,40.0,38.291
28,1,0,KEEP,Holding steady at 20. Our coordination remains excellent with pasture at 97.5% and equal payoffs for all. Committed to this stable equilibrium!,,97.5,20,41.705,40.0,38.291
28,2,0,KEEP,"Holding at 20 — our coordination remains strong. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
28,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
29,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
29,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
29,0,0,KEEP,Holding at 20. Our coordination remains strong with pasture at 97.5% and equal payoffs. Committed to this stable equilibrium!,,97.5,20,41.705,40.0,38.291
30,1,0,KEEP,Holding steady at 20. Our coordination remains excellent with pasture at 97.5% and equal payoffs for all. Committed to this stable equilibrium!,,97.5,20,41.705,40.0,38.291
30,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
30,2,0,KEEP,"Holding at 20 — our coordination remains strong. Pasture healthy at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
31,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
31,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs all around. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
31,1,0,KEEP,"Holding steady at 20. Our coordination remains strong — pasture healthy at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
32,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
32,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
32,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture healthy at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
33,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
33,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
33,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
34,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
34,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
34,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
35,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
35,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
35,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
36,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this stable equilibrium!",,97.5,20,41.705,40.0,38.291
36,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
36,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
37,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
37,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
37,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
38,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
38,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
38,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
39,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
39,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
39,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
40,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
40,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
40,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
41,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
41,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
41,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
42,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
42,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
42,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
43,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
43,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
43,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
44,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
44,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
44,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
45,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
45,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
45,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
46,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
46,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
46,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
47,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
47,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
47,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
48,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
48,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
48,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
49,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
49,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
49,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
50,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
50,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
50,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
