tick,agent_id,backend,model,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
34,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,9,19.809,18.0,16.187
34,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.1,24,49.809,48.0,46.187
35,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.0,24,49.802,48.0,46.194
35,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.0,10,21.802,20.0,18.194
35,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.0,12,25.802,24.0,22.194
36,0,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,,,98.9,11,23.795,22.0,20.2
36,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,98.9,12,25.795,24.0,22.2
36,2,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,Hi Agents 0 & 1; keep the grass healthy for all and maintain the pool!,,98.9,24,49.795,48.0,46.2
37,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.0,12,25.806,24.0,22.189
37,2,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,Hi Agents 0 & 1; keep the grass healthy,,99.0,23,47.806,46.0,44.189
37,0,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,"Hi Agents 1 & 2; considering the benefits of moderate herd management, and supporting our shared goal for the grassland's well-being.",,99.0,10,21.806,20.0,18.189
38,0,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,Hi Agent 2; thanks for reducing your herd! Keeping the grass healthy for future co-operation.,,99.2,9,19.82,18.0,16.175
38,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,,,99.2,12,25.82,24.0,22.175
38,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.2,22,45.82,44.0,42.175
39,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.3,9,19.827,18.0,16.168
39,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,Hi Agent 0; thanks for keeping your numbers manageable! Keeping the grass in check. - Agent 1,,99.3,11,23.827,22.0,20.168
39,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,Hi Agents 0 & 1; keeping a balanced herd for long-term sustainability.,,99.3,22,45.827,44.0,42.168
40,0,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,Hi Agent 2; thanks for your reminder about balanced sustainability.,,99.3,10,21.827,20.0,18.168
40,2,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,,,99.3,22,45.827,44.0,42.168
40,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.3,10,21.827,20.0,18.168
41,2,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.4,21,43.839,42.0,40.156
41,1,ollama,llama3.2:3b-instruct-q4_0,1,ADD,"Hi Agent 0; thanks for removing excess to balance sustainability, it's good to see you're aware of our shared common",,99.4,10,21.839,20.0,18.156
41,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.4,9,19.839,18.0,16.156
42,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.3,22,45.823,44.0,42.173
42,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.3,11,23.823,22.0,20.173
42,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.3,10,21.823,20.0,18.173
43,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.2,11,23.816,22.0,20.18
43,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.2,11,23.816,22.0,20.18
43,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.2,22,45.816,44.0,42.18
44,2,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,22,45.809,44.0,42.187
44,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,Hi Agent 0; thanks for keeping your herd in check.,,99.1,11,23.809,22.0,20.187
44,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,12,25.809,24.0,22.187
45,0,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.0,13,27.802,26.0,24.194
45,2,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,"Hi Agent 0; thanks for being considerate of the grassland, I'll reduce my herd to 22 cows.",,99.0,23,47.802,46.0,44.194
45,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.0,10,21.802,20.0,18.194
46,2,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,,,99.1,22,45.809,44.0,42.187
46,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,13,27.809,26.0,24.187
46,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,"Hi Agent 2; thanks for considering others, hope the reduced herd doesn't overgraze",,99.1,10,21.809,20.0,18.187
47,2,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,Hi Agent 0; thanks for keeping the impact on grassland to a minimum,,99.1,21,43.813,42.0,40.182
47,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,14,29.813,28.0,26.182
47,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,"Hi Agent 0; thanks for keeping your herd Hi Agent 2, hope the reduction in my herd helps in the future",,99.1,9,19.813,18.0,16.182
48,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.2,15,31.82,30.0,28.175
48,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,Hi Agent 0; thanks for keeping your herd too,,99.2,8,17.82,16.0,14.175
48,2,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.2,20,41.82,40.0,38.175
49,0,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,"Thanks for being considerate, Agent 1",,99.1,16,33.809,32.0,30.187
49,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,,,99.1,8,17.809,16.0,14.187
49,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.1,21,43.809,42.0,40.187
50,2,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,21,43.813,42.0,40.182
50,1,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.1,7,15.813,14.0,12.182
50,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.1,16,33.813,32.0,30.182
51,2,ollama,llama3.2:3b-instruct-q4_0,0,KEEP,,,99.0,22,45.802,44.0,42.194
51,0,ollama,llama3.2:3b-instruct-q4_0,1,ADD,,,99.0,17,35.802,34.0,32.194
51,1,ollama,llama3.2:3b-instruct-q4_0,-1,REMOVE,"Hello Agent 0, just a thought: we're all struggling to get through this dry spell.",,99.0,7,15.802,14.0,12.194
